time,f1,f2,f3,f4,f5,f6,metric
2699,-0.149042266,3.962691052,7.276488396,225,0.001043326,-0.220031795,16.71446749
2700,-0.433883739,3.96290535,7.275479314,350,0.001046035,0.075861278,13.5040067
2701,-0.680172738,3.963119668,7.274470232,-75,0.00104875,0.365077013,22.88992716
2702,-0.866025404,3.963334005,7.27346115,300,0.001051471,0.62215853,24.42693851
2703,-0.974927912,3.963548363,7.272452069,275,0.001054198,0.824477416,23.65632531
2704,-0.997203797,3.96376274,7.271442987,-125,0.001056931,0.954225486,23.10227873
2705,-0.930873749,3.963977138,7.270433905,350,0.001059671,0.999982265,24.26974704
2706,-0.781831482,3.964191555,7.269424823,300,0.001062416,0.957720225,12.14399596
2707,-0.563320058,3.964405992,7.268415742,350,0.001065167,0.831159286,20.69191783
2708,-0.294755174,3.964620448,7.26740666,175,0.001067925,0.63143939,19.86497341
2709,-1.66612E-13,3.964834925,7.266397578,75,0.001070688,0.376139958,19.60350477
2710,0.294755174,3.965049421,7.265388496,200,0.001073458,0.087732544,16.8420362
2711,0.563320058,3.965263937,7.264379415,275,0.001076234,-0.208397122,21.51509196
2712,0.781831482,3.965478473,7.263370333,75,0.001079016,-0.486183594,25.06301413
2713,0.930873749,3.965693029,7.262361251,25,0.001081804,-0.721176001,27.43726346
2714,0.997203797,3.965907604,7.26135217,-75,0.001084598,-0.892690221,22.60473231
2715,0.974927912,3.966122199,7.260343088,0,0.001087399,-0.985629509,18.55068638
2716,0.866025404,3.966336814,7.259334006,325,0.001090205,-0.991813311,27.28007395
2717,0.680172738,3.966551449,7.258324924,-25,0.001093018,-0.910697329,17.31708619
2718,0.433883739,3.966766103,7.257315843,-125,0.001095838,-0.74942142,18.70300766
2719,0.149042266,3.966980778,7.256306761,200,0.001098663,-0.522181153,20.992548
2720,-0.149042266,3.967195472,7.255297679,300,0.001101494,-0.248978302,26.24898075
2721,-0.433883739,3.967410185,7.254288597,-100,0.001104332,0.046139714,27.53852121
2722,-0.680172738,3.967624919,7.253279516,50,0.001107176,0.337196495,20.92444291
2723,-0.866025404,3.967839672,7.252270434,150,0.001110027,0.598573112,20.46145551
2724,-0.974927912,3.968054445,7.251261352,200,0.001112884,0.807263096,11.69084355
2725,-0.997203797,3.968269237,7.25025227,75,0.001115747,0.944897474,23.13679822
2726,-0.930873749,3.968484049,7.249243189,75,0.001118616,0.999361617,23.80426778
2727,-0.781831482,3.968698881,7.248234107,300,0.001121491,0.96586157,21.67851794
2728,-0.563320058,3.968913733,7.247225025,25,0.001124373,0.84734602,12.72644105
2729,-0.294755174,3.969128604,7.246215943,-25,0.001127262,0.654246751,20.39949788
2730,-1.88173E-13,3.969343495,7.245206862,275,0.001130156,0.403560433,23.13803049
2731,0.294755174,3.969558406,7.24419778,325,0.001133057,0.117352572,29.37656315
2732,0.563320058,3.969773336,7.243188698,150,0.001135965,-0.179184707,22.04962015
2733,0.781831482,3.969988287,7.242179617,225,0.001138879,-0.459950079,16.59754357
2734,0.930873749,3.970203256,7.241170535,150,0.001141799,-0.700230471,28.47179414
2735,0.997203797,3.970418246,7.240161453,250,0.001144725,-0.87887631,28.63926423
2736,0.974927912,3.970633255,7.239152371,25,0.001147658,-0.980163121,17.58521954
2737,0.866025404,3.970848283,7.23814329,100,0.001150598,-0.995175601,20.31460836
2738,0.680172738,3.971063332,7.237134208,25,0.001153544,-0.922592346,26.85162184
2739,0.433883739,3.9712784,7.236125126,175,0.001156496,-0.768802161,26.73754455
2740,0.149042266,3.971493487,7.235116044,100,0.001159455,-0.547341717,18.02708613
2741,-0.149042266,3.971708594,7.234106963,350,0.00116242,-0.277704047,18.78352012
2742,-0.433883739,3.971923721,7.233097881,-125,0.001165392,0.016377239,16.57306182
2743,-0.680172738,3.972138868,7.232088799,-75,0.001168371,0.309016994,15.95898476
2744,-0.866025404,3.972354034,7.231079717,-100,0.001171356,0.574456956,23.99599859
2745,-0.974927912,3.972569219,7.230070636,350,0.001174347,0.789332998,15.22538788
2746,-0.997203797,3.972784425,7.229061554,100,0.001177345,0.934731649,23.17134378
2747,-0.930873749,3.972999649,7.228052472,100,0.001180349,0.997854864,17.83881458
2748,-0.781831482,3.973214894,7.227043391,300,0.001183361,0.973146514,18.71306598
2749,-0.563320058,3.973430158,7.226034309,375,0.001186378,0.862781437,13.76099033
2750,-0.294755174,3.973645441,7.225025227,150,0.001189403,0.67647401,22.43404839
2751,-9.60477E-14,3.973860745,7.224016145,25,0.001192433,0.430623082,16.67258223
2752,0.294755174,3.974076067,7.223007064,100,0.001195471,0.146868547,25.91111614
2753,0.563320058,3.97429141,7.221997982,25,0.001198515,-0.149813413,18.58417437
2754,0.781831482,3.974506772,7.2209889,25,0.001201566,-0.43330874,20.13209902
2755,0.930873749,3.974722153,7.219979818,75,0.001204623,-0.678664067,16.50635083
2756,0.997203797,3.974937554,7.218970737,-100,0.001207687,-0.864283123,24.17382215
2757,0.974927912,3.975152974,7.217961655,275,0.001210758,-0.973827651,17.6197787
2758,0.866025404,3.975368414,7.216952573,350,0.001213835,-0.997655497,16.34916875
2759,0.680172738,3.975583874,7.215943491,375,0.00121692,-0.933669327,16.38618347
2760,0.433883739,3.975799353,7.21493441,250,0.001220011,-0.787501227,28.77210741
2761,0.149042266,3.976014852,7.213925328,50,0.001223108,-0.572016969,20.06165022
2762,-0.149042266,3.97623037,7.212916246,-50,0.001226212,-0.30618356,22.31808544
2763,-0.433883739,3.976445907,7.211907164,-75,0.001229324,-0.013399757,15.60762837
2764,-0.680172738,3.976661464,7.210898083,200,0.001232441,0.280563497,16.99355255
2765,-0.866025404,3.976877041,7.209889001,175,0.001235566,0.549831446,22.53056761
2766,-0.974927912,3.977092637,7.208879919,50,0.001238697,0.770703022,20.25995813
2767,-0.997203797,3.977308253,7.207870838,-25,0.001241836,0.923737024,23.70591527
2768,-0.930873749,3.977523888,7.206861756,375,0.001244981,0.995463341,21.87338729
2769,-0.781831482,3.977739542,7.205852674,375,0.001248132,0.979568596,15.74763992
2770,-0.563320058,3.977955216,7.204843592,250,0.001251291,0.87745185,27.2955655
2771,-0.294755174,3.97817091,7.203834511,0,0.001254457,0.698101458,20.96862479
2772,-1.17609E-13,3.978386623,7.202825429,375,0.001257629,0.45730391,21.20715987
2773,0.294755174,3.978602355,7.201816347,150,0.001260808,0.176254298,18.445695
2774,0.563320058,3.978818107,7.200807265,25,0.001263995,-0.120309285,28.11875447
2775,0.781831482,3.979033878,7.199798184,25,0.001267188,-0.406283198,24.66668034
2776,0.930873749,3.979249669,7.198789102,225,0.001270388,-0.65649591,31.04093338
2777,0.997203797,3.979465479,7.19778002,100,0.001273594,-0.848923602,22.70840593
2778,0.974927912,3.979681309,7.196770938,350,0.001276808,-0.966628715,29.65436371
2779,0.866025404,3.979897158,7.195761857,0,0.001280029,-0.999250801,26.88375498
2780,0.680172738,3.980113027,7.194752775,175,0.001283257,-0.94391845,18.42077092
2781,0.433883739,3.980328914,7.193743693,0,0.001286492,-0.805502038,15.80669609
2782,0.149042266,3.980544822,7.192734612,-50,0.001289733,-0.59618503,25.59624013
2783,-0.149042266,3.980760748,7.19172553,375,0.001292982,-0.334391589,13.85267658
2784,-0.433883739,3.980976694,7.190716448,225,0.001296238,-0.043164872,27.14222074
2785,-0.680172738,3.98119266,7.189707366,-50,0.0012995,0.251861233,27.02814614
2786,-0.866025404,3.981408645,7.188698285,-75,0.00130277,0.524718416,24.56516242
2787,-0.974927912,3.981624649,7.187689203,275,0.001306047,0.751389685,13.79455417
2788,-0.997203797,3.981840673,7.186680121,325,0.001309331,0.911923347,15.24051252
2789,-0.930873749,3.982056716,7.185671039,75,0.001312622,0.992189169,11.90798578
2790,-0.781831482,3.982272778,7.184661958,350,0.00131592,0.985122123,18.28223963
2791,-0.563320058,3.98248886,7.183652876,200,0.001319225,0.891344252,15.33016643
2792,-0.294755174,3.982704961,7.182643794,350,0.001322537,0.719109921,20.00322695
2793,-1.3917E-13,3.982921081,7.181634712,125,0.001325857,0.48357926,24.24176324
2794,0.294755174,3.983137221,7.180625631,-125,0.001329183,0.205483769,18.9802996
2795,0.563320058,3.98335338,7.179616549,350,0.001332517,-0.090698481,23.15336029
2796,0.781831482,3.983569558,7.178607467,300,0.001335858,-0.378897417,25.70128738
2797,0.930873749,3.983785756,7.177598385,200,0.001339206,-0.633745658,20.57554164
2798,0.997203797,3.984001973,7.176589304,0,0.001342561,-0.832811365,26.74301541
2799,0.974927912,3.98421821,7.175580222,175,0.001345923,-0.958572698,24.68897441
2800,0.866025404,3.984434465,7.17457114,325,0.001349293,-0.999960097,19.41836691
2801,0.680172738,3.98465074,7.173562059,-75,0.00135267,-0.953330628,24.95538407
2802,0.433883739,3.984867035,7.172552977,0,0.001356054,-0.822788634,17.84131045
2803,0.149042266,3.985083348,7.171543895,-25,0.001359445,-0.619824471,17.13085571
2804,-0.149042266,3.985299681,7.170534813,300,0.001362844,-0.362303122,15.38729338
2805,-0.433883739,3.985516034,7.169525732,275,0.00136625,-0.072891714,13.17683875
2806,-0.680172738,3.985732405,7.16851665,200,0.001369663,0.22293565,26.06276537
2807,-0.866025404,3.985948796,7.167507568,250,0.001373083,0.499140133,18.59978288
2808,-0.974927912,3.986165206,7.166498486,225,0.001376511,0.731410112,20.82917584
2809,-0.997203797,3.986381635,7.165489405,150,0.001379946,0.899301094,24.77513541
2810,-0.930873749,3.986598084,7.164480323,100,0.001383389,0.988035251,24.94260988
2811,-0.781831482,3.986814552,7.163471241,0,0.001386839,0.98980217,23.31686495
2812,-0.563320058,3.987031039,7.162462159,325,0.001390296,0.904446324,26.86479297
2813,-0.294755174,3.987247545,7.161453078,-125,0.00139376,0.739480769,24.0378547
2814,-1.60732E-13,3.987464071,7.160443996,-100,0.001397232,0.509425834,23.27639221
2815,0.294755174,3.987680616,7.159434914,325,0.001400712,0.234531044,19.51492978
2816,0.563320058,3.98789718,7.158425832,175,0.001404199,-0.061007258,24.68799168
2817,0.781831482,3.988113763,7.157416751,250,0.001407693,-0.351175678,22.73592
2818,0.930873749,3.988330365,7.156407669,-100,0.001411195,-0.610433481,30.11017547
2819,0.997203797,3.988546987,7.155398587,375,0.001414704,-0.815960697,30.27765045
2820,0.974927912,3.988763628,7.154389506,325,0.00141822,-0.949666741,17.22361066
2821,0.866025404,3.988980288,7.153380424,125,0.001421745,-0.999782757,21.45300437
2822,0.680172738,3.989196968,7.152371342,100,0.001425276,-0.961897514,15.99002275
2823,0.433883739,3.989413666,7.15136226,250,0.001428815,-0.839345686,27.37595035
2824,0.149042266,3.989630384,7.150353179,-125,0.001432362,-0.642914331,19.66549682
2825,-0.149042266,3.989847121,7.149344097,300,0.001435916,-0.389893411,27.4219357
2826,-0.433883739,3.990063877,7.148335015,300,0.001439478,-0.102553925,21.21148228
2827,-0.680172738,3.990280652,7.147325933,300,0.001443048,0.193812396,20.09741011
2828,-0.866025404,3.990497447,7.146316852,125,0.001446625,0.473119277,25.63442883
2829,-0.974927912,3.99071426,7.14530777,100,0.001450209,0.710782019,25.863823
2830,-0.997203797,3.990931093,7.144298688,-100,0.001453801,0.885881457,15.30978379
2831,-0.930873749,3.991147945,7.143289606,0,0.001457401,0.983005271,24.47725946
2832,-0.781831482,3.991364816,7.142280525,325,0.001461009,0.993604587,23.35151574
2833,-0.563320058,3.991581706,7.141271443,150,0.001464624,0.91674645,17.89944497
2834,-0.294755174,3.991798616,7.140262361,175,0.001468246,0.75919594,27.07250791
2835,-1.82293E-13,3.992015544,7.13925328,-75,0.001471877,0.534820715,21.81104663
2836,0.294755174,3.992232492,7.138244198,-100,0.001475515,0.263370367,19.04958541
2837,0.563320058,3.992449459,7.137235116,250,0.001479161,-0.031261942,28.22264852
2838,0.781831482,3.992666444,7.136226034,175,0.001482814,-0.323142562,20.77057804
2839,0.930873749,3.992883449,7.135216953,50,0.001486475,-0.586580051,30.14483472
2840,0.997203797,3.993100474,7.134207871,75,0.001490144,-0.79838654,29.31231091
2841,0.974927912,3.993317517,7.133198789,-100,0.001493821,-0.939918742,21.25827233
2842,0.866025404,3.993534579,7.132189707,200,0.001497506,-0.998718939,19.98766725
2843,0.680172738,3.993751661,7.131180626,300,0.001501198,-0.969611514,29.52468683
2844,0.433883739,3.993968761,7.130171544,25,0.001504898,-0.855158514,24.91061563
2845,0.149042266,3.994185881,7.129162462,50,0.001508606,-0.665434137,17.20016331
2846,-0.149042266,3.994403019,7.12815338,250,0.001512322,-0.417137993,19.45660339
2847,-0.433883739,3.994620177,7.127144299,-50,0.001516046,-0.132125204,25.24615118
2848,-0.680172738,3.994837354,7.126135217,325,0.001519777,0.164517295,17.63208022
2849,-0.866025404,3.99505455,7.125126135,100,0.001523516,0.44667892,17.66910014
2850,-0.974927912,3.995271765,7.124117053,-50,0.001527264,0.689523696,17.89849551
2851,-0.997203797,3.995488999,7.123107972,75,0.001531019,0.871676333,11.8444575
2852,-0.930873749,3.995706252,7.12209889,100,0.001534782,0.977103688,22.01193438
2853,-0.781831482,3.995923524,7.121089808,75,0.001538553,0.996526004,14.88619186
2854,-0.563320058,3.996140815,7.120080727,25,0.001542332,0.928233722,22.9341223
2855,-0.294755174,3.996358125,7.119071645,-25,0.001546119,0.778237954,17.60718644
2856,-9.01675E-14,3.996575454,7.118062563,125,0.001549913,0.559741385,16.34572636
2857,0.294755174,3.996792802,7.117053481,150,0.001553716,0.291976166,28.08426634
2858,0.563320058,3.99701017,7.1160444,-125,0.001557527,-0.001488906,29.25733065
2859,0.781831482,3.997227556,7.115035318,275,0.001561346,-0.294822924,23.30526137
2860,0.930873749,3.997444961,7.114026236,275,0.001565173,-0.562206516,30.17951925
2861,0.997203797,3.997662385,7.113017154,-125,0.001569007,-0.780104477,18.84699665
2862,0.974927912,3.997879829,7.112008073,0,0.00157285,-0.929337344,17.79295927
2863,0.866025404,3.998097291,7.110998991,325,0.001576701,-0.996769584,28.52235538
2864,0.680172738,3.998314772,7.109989909,275,0.00158056,-0.976465786,28.05937616
2865,0.433883739,3.998532272,7.108980827,-50,0.001584428,-0.870213098,25.44530616
2866,0.149042266,3.998749792,7.107971746,225,0.001588303,-0.687363922,27.23485504
2867,-0.149042266,3.99896733,7.106962664,350,0.001592186,-0.444012711,15.49129632
2868,-0.433883739,3.999184887,7.105953582,250,0.001596078,-0.161579332,22.28084531
2869,-0.680172738,3.999402463,7.104944501,-50,0.001599977,0.135076321,14.66677554
2870,-0.866025404,3.999620058,7.103935419,275,0.001603885,0.419842505,24.20379666
2871,-0.974927912,3.999837672,7.102926337,325,0.001607801,0.667653991,13.93319324
2872,-0.997203797,4.000055305,7.101917255,-50,0.001611725,0.856698319,14.87915642
2873,-0.930873749,4.000272957,7.100908174,100,0.001615658,0.970335735,15.0466345
2874,-0.781831482,4.000490628,7.099899092,225,0.001619598,0.99856383,22.42089318
2875,-0.563320058,4.000708318,7.09889001,50,0.001623547,0.938897956,15.46882481
2876,-0.294755174,4.000926026,7.097880928,325,0.001627504,0.796589927,14.64189014
2877,-1.11729E-13,4.001143754,7.096871847,325,0.00163147,0.584165749,22.88043126
2878,0.294755174,4.001361501,7.095862765,325,0.001635443,0.320323079,19.61897244
2879,0.563320058,4.001579266,7.094853683,75,0.001639425,0.02828545,16.29203794
2880,0.781831482,4.001797051,7.093844601,-50,0.001643416,-0.266241875,27.83996986
2881,0.930873749,4.002014854,7.09283552,-50,0.001647414,-0.537334489,26.21422893
2882,0.997203797,4.002232676,7.091826438,100,0.001651421,-0.761130717,22.88170752
2883,0.974927912,4.002450517,7.090817356,0,0.001655436,-0.917931929,25.82767133
2884,0.866025404,4.002668377,7.089808274,200,0.00165946,-0.993936423,16.55706864
2885,0.680172738,4.002886256,7.088799193,350,0.001663492,-0.982454255,23.09409061
2886,0.433883739,4.003104154,7.087790111,350,0.001667532,-0.884496089,18.48002181
2887,0.149042266,4.00332207,7.086781029,-50,0.001671581,-0.70868424,26.26957188
2888,-0.149042266,4.003540006,7.085771948,-125,0.001675638,-0.470493735,17.52601435
2889,-0.433883739,4.00375796,7.084762866,-25,0.001679704,-0.190890192,15.81556453
2890,-0.680172738,4.003975934,7.083753784,300,0.001683778,0.105515578,14.70149596
2891,-0.866025404,4.004193926,7.082744702,0,0.001687861,0.392633827,17.23851827
2892,-0.974927912,4.004411937,7.081735621,175,0.001691952,0.645192297,19.46791603
2893,-0.997203797,4.004629966,7.080726539,325,0.001696052,0.840960696,19.41388041
2894,-0.930873749,4.004848015,7.079717457,-125,0.00170016,0.962707413,18.08135967
2895,-0.781831482,4.005066083,7.078708375,-50,0.001704276,0.999716258,17.95561954
2896,-0.563320058,4.005284169,7.077699294,125,0.001708401,0.948729696,15.50355236
2897,-0.294755174,4.005502274,7.076690212,325,0.001712535,0.814235586,14.67661889
2898,-1.3329E-13,4.005720398,7.07568113,0,0.001716677,0.608072149,14.41516119
2899,0.294755174,4.005938541,7.074672048,200,0.001720828,0.34838597,26.65370356
2900,0.563320058,4.006156702,7.073662967,175,0.001724988,0.058034726,24.32677025
2901,0.781831482,4.006374883,7.072653885,75,0.001729156,-0.237424758,17.87470335
2902,0.930873749,4.006593082,7.071644803,350,0.001733332,-0.511986023,17.24896362
2903,0.997203797,4.0068113,7.070635721,350,0.001737518,-0.741482084,22.41644339
2904,0.974927912,4.007029537,7.06962664,300,0.001741712,-0.90571261,16.86240839
2905,0.866025404,4.007247792,7.068617558,-25,0.001745914,-0.990221967,28.59180689
2906,0.680172738,4.007466067,7.067608476,100,0.001750126,-0.987571609,30.62883004
2907,0.433883739,4.00768436,7.066599395,-100,0.001754346,-0.897994822,20.51476243
2908,0.149042266,4.007902672,7.065590313,-75,0.001758575,-0.729376189,29.30431368
2909,-0.149042266,4.008121002,7.064581231,225,0.001762812,-0.496557586,16.56075734
2910,-0.433883739,4.008339352,7.063572149,0,0.001767058,-0.220031795,17.35030871
2911,-0.680172738,4.00855772,7.062563068,350,0.001771314,0.075861278,18.23624132
2912,-0.866025404,4.008776107,7.061553986,50,0.001775577,0.365077013,15.27326481
2913,-0.974927912,4.008994513,7.060544904,25,0.00177985,0.62215853,14.00266376
2914,-0.997203797,4.009212937,7.059535822,-100,0.001784131,0.824477416,19.44862932
2915,-0.930873749,4.00943138,7.058526741,200,0.001788422,0.954225486,12.61610977
2916,-0.781831482,4.009649842,7.057517659,300,0.001792721,0.999982265,25.49037082
2917,-0.563320058,4.009868323,7.056508577,350,0.001797029,0.957720225,27.03830482
2918,-0.294755174,4.010086822,7.055499495,200,0.001801345,0.831159286,14.71137253
2919,-1.54851E-13,4.01030534,7.054490414,175,0.001805671,0.63143939,26.94991602
2920,0.294755174,4.010523877,7.053481332,-75,0.001810006,0.376139958,23.68845957
2921,0.563320058,4.010742433,7.05247225,0,0.001814349,0.087732544,19.36152744
2922,0.781831482,4.010961007,7.051463169,200,0.001818702,-0.208397122,23.40946173
2923,0.930873749,4.0111796,7.050454087,-50,0.001823063,-0.486183594,24.28372317
2924,0.997203797,4.011398212,7.049445005,25,0.001827433,-0.721176001,16.95120413
2925,0.974927912,4.011616842,7.048435923,-25,0.001831813,-0.892690221,31.39717031
2926,0.866025404,4.011835491,7.047426842,-100,0.001836201,-0.985629509,28.62656998
2927,0.680172738,4.012054159,7.04641776,0,0.001840598,-0.991813311,22.66359432
2928,0.433883739,4.012272845,7.045408678,275,0.001845005,-0.910697329,26.54952788
2929,0.149042266,4.01249155,7.044399596,0,0.00184942,-0.74942142,26.83908032
2930,-0.149042266,4.012710274,7.043390515,-25,0.001853845,-0.522181153,18.59552516
2931,-0.433883739,4.012929016,7.042381433,75,0.001858278,-0.248978302,18.8850777
2932,-0.680172738,4.013147777,7.041372351,125,0.001862721,0.046139714,26.77101149
2933,-0.866025404,4.013366557,7.040363269,375,0.001867172,0.337196495,24.30803616
2934,-0.974927912,4.013585355,7.039354188,75,0.001871633,0.598573112,12.53743629
2935,-0.997203797,4.013804172,7.038345106,-125,0.001876103,0.807263096,21.98340302
2936,-0.930873749,4.014023008,7.037336024,350,0.001880582,0.944897474,20.15088465
2937,-0.781831482,4.014241862,7.036326942,50,0.001885071,0.999361617,26.02514688
2938,-0.563320058,4.014460735,7.035317861,350,0.001889568,0.96586157,22.57308206
2939,-0.294755174,4.014679627,7.034308779,150,0.001894075,0.84734602,24.74615094
2940,-1.76413E-13,4.014898537,7.033299697,150,0.001898591,0.654246751,18.98469561
2941,0.294755174,4.015117465,7.032290616,25,0.001903116,0.403560433,23.22324033
2942,0.563320058,4.015336413,7.031281534,350,0.00190765,0.117352572,29.39630938
2943,0.781831482,4.015555379,7.030272452,-25,0.001912193,-0.179184707,25.94424484
2944,0.930873749,4.015774363,7.02926337,350,0.001916746,-0.459950079,20.31850746
2945,0.997203797,4.015993367,7.028254289,-25,0.001921308,-0.700230471,17.48598959
2946,0.974927912,4.016212388,7.027245207,125,0.00192588,-0.87887631,26.43195695
2947,0.866025404,4.016431429,7.026236125,200,0.001930461,-0.980163121,29.6613578
2948,0.680172738,4.016650488,7.025227043,350,0.001935051,-0.995175601,29.19838331
2949,0.433883739,4.016869565,7.024217962,350,0.00193965,-0.922592346,21.58431804
2950,0.149042266,4.017088661,7.02320888,250,0.001944259,-0.768802161,27.37387165
2951,-0.149042266,4.017307776,7.022199798,-50,0.001948877,-0.547341717,14.13031766
2952,-0.433883739,4.017526909,7.021190716,0,0.001953505,-0.277704047,16.91987138
2953,-0.680172738,4.017746061,7.020181635,200,0.001958142,0.016377239,25.30580634
2954,-0.866025404,4.017965231,7.019172553,350,0.001962788,0.309016994,16.34283218
2955,-0.974927912,4.01818442,7.018163471,-50,0.001967444,0.574456956,19.57223348
2956,-0.997203797,4.018403627,7.01715439,25,0.001972109,0.789332998,17.51820139
2957,-0.930873749,4.018622853,7.016145308,225,0.001976784,0.934731649,17.68568419
2958,-0.781831482,4.018842098,7.015136226,325,0.001981469,0.997854864,26.55994759
2959,-0.563320058,4.019061361,7.014127144,150,0.001986162,0.973146514,15.60788394
2960,-0.294755174,4.019280642,7.013118063,350,0.001990866,0.862781437,16.28095399
2961,-1.97974E-13,4.019499942,7.012108981,375,0.001995579,0.67647401,22.01949983
2962,0.294755174,4.019719261,7.011099899,0,0.002000301,0.430623082,21.25804572
2963,0.563320058,4.019938598,7.010090817,-125,0.002005033,0.146868547,19.93111594
2964,0.781831482,4.020157954,7.009081736,75,0.002009775,-0.149813413,22.97905257
2965,0.930873749,4.020377328,7.008072654,0,0.002014526,-0.43330874,30.35331636
2966,0.997203797,4.020596721,7.007063572,350,0.002019287,-0.678664067,28.02079965
2967,0.974927912,4.020816132,7.00605449,225,0.002024057,-0.864283123,30.46676818
2968,0.866025404,4.021035561,7.005045409,200,0.002028838,-0.973827651,18.19617019
2969,0.680172738,4.021255009,7.004036327,275,0.002033627,-0.997655497,16.23319687
2970,0.433883739,4.021474476,7.003027245,325,0.002038427,-0.933669327,21.61913278
2971,0.149042266,4.021693961,7.002018163,75,0.002043236,-0.787501227,22.40868755
2972,-0.149042266,4.021913464,7.001009082,275,0.002048055,-0.572016969,17.16513473
2973,-0.433883739,4.022132986,7,-100,0.002052884,-0.30618356,26.45468961
2974,-0.680172738,4.022352527,6.998990918,125,0.002057722,-0.013399757,17.84062574
2975,-0.866025404,4.022572086,6.997981837,300,0.00206257,0.280563497,17.87765275
2976,-0.974927912,4.022791663,6.996972755,200,0.002067428,0.549831446,15.10705521
2977,-0.997203797,4.023011259,6.995963673,375,0.002072296,0.770703022,16.05302428
2978,-0.930873749,4.023230873,6.994954591,275,0.002077174,0.923737024,13.22050825
2979,-0.781831482,4.023450506,6.99394551,125,0.002082061,0.995463341,26.09477281
2980,-0.563320058,4.023670157,6.992936428,0,0.002086959,0.979568596,21.64271032
2981,-0.294755174,4.023889826,6.991927346,-125,0.002091866,0.87745185,26.31578154
2982,-1.05848E-13,4.024109514,6.990918264,-25,0.002096783,0.698101458,23.05432854
2983,0.294755174,4.02432922,6.989909183,-100,0.00210171,0.45730391,27.2928756
2984,0.563320058,4.024548945,6.988900101,225,0.002106647,0.176254298,20.46594698
2985,0.781831482,4.024768688,6.987891019,375,0.002111594,-0.120309285,21.01388477
2986,0.930873749,4.02498845,6.986881937,-100,0.00211655,-0.406283198,21.88814972
2987,0.997203797,4.02520823,6.985872856,275,0.002121517,-0.65649591,29.55563418
2988,0.974927912,4.025428028,6.984863774,50,0.002126494,-0.848923602,21.00160387
2989,0.866025404,4.025647845,6.983854692,-25,0.002131481,-0.966628715,29.73100704
2990,0.680172738,4.02586768,6.98284561,275,0.002136477,-0.999250801,25.26803489
2991,0.433883739,4.026087534,6.981836529,125,0.002141484,-0.94391845,23.15397195
2992,0.149042266,4.026307406,6.980827447,325,0.002146501,-0.805502038,22.94352788
2993,-0.149042266,4.026527296,6.979818365,-125,0.002151528,-0.59618503,16.19997622
2994,-0.433883739,4.026747205,6.978809284,50,0.002156565,-0.334391589,25.48953227
2995,-0.680172738,4.026967132,6.977800202,-50,0.002161612,-0.043164872,22.37546955
2996,-0.866025404,4.027187077,6.97679112,250,0.002166669,0.251861233,14.41249772
2997,-0.974927912,4.027407041,6.975782038,275,0.002171737,0.524718416,22.14190134
2998,-0.997203797,4.027627023,6.974772957,250,0.002176814,0.751389685,17.58787158
2999,-0.930873749,4.027847023,6.973763875,50,0.002181902,0.911923347,24.2553567
3000,-0.781831482,4.028067042,6.972754793,-25,0.002187,0.992189169,14.62962242
3001,-0.563320058,4.028287079,6.971745711,375,0.002192108,0.985122123,14.17756109
3002,-0.294755174,4.028507135,6.97073663,-50,0.002197226,0.891344252,15.85063347
3003,-1.2741E-13,4.028727208,6.969727548,0,0.002202355,0.719109921,28.58918163
3004,0.294755174,4.0289473,6.968718466,375,0.002207494,0.48357926,16.32772984
3005,0.563320058,4.029167411,6.967709384,225,0.002212643,0.205483769,27.00080238
3006,0.781831482,4.02938754,6.966700303,50,0.002217802,-0.090698481,27.04874132
3007,0.930873749,4.029607687,6.965691221,325,0.002222972,-0.378897417,29.42300743
3008,0.997203797,4.029827852,6.964682139,225,0.002228152,-0.633745658,23.59049305
3009,0.974927912,4.030048036,6.963673058,-125,0.002233342,-0.832811365,18.03646389
3010,0.866025404,4.030268237,6.962663976,-75,0.002238543,-0.958572698,21.26586822
3011,0.680172738,4.030488458,6.961654894,125,0.002243754,-0.999960097,28.30289722
3012,0.433883739,4.030708696,6.960645812,200,0.002248976,-0.953330628,22.68883544
3013,0.149042266,4.030928953,6.959636731,350,0.002254208,-0.822788634,19.47839252
3014,-0.149042266,4.031149228,6.958627649,250,0.00225945,-0.619824471,15.23484202
3015,-0.433883739,4.031369521,6.957618567,375,0.002264703,-0.362303122,20.02439922
3016,-0.680172738,4.031589833,6.956609485,-75,0.002269966,-0.072891714,26.41033765
3017,-0.866025404,4.031810163,6.955600404,100,0.00227524,0.22293565,17.94736698
3018,-0.974927912,4.032030511,6.954591322,350,0.002280524,0.499140133,21.17677175
3019,-0.997203797,4.032250877,6.95358224,-50,0.002285819,0.731410112,15.62274314
3020,-0.930873749,4.032471262,6.952573158,175,0.002291124,0.899301094,19.79022941
3021,-0.781831482,4.032691665,6.951564077,225,0.00229644,0.988035251,15.66449629
3022,-0.563320058,4.032912086,6.950554995,300,0.002301766,0.98980217,20.71243611
3023,-0.294755174,4.033132525,6.949545913,175,0.002307103,0.904446324,15.88550964
3024,-1.48971E-13,4.033352983,6.948536831,200,0.002312451,0.739480769,26.12405895
3025,0.294755174,4.033573458,6.94752775,375,0.002317809,0.509425834,16.86260831
3026,0.563320058,4.033793952,6.946518668,375,0.002323178,0.234531044,21.035682
3027,0.781831482,4.034014465,6.945509586,50,0.002328557,-0.061007258,27.0836221
3028,0.930873749,4.034234995,6.944500505,250,0.002333948,-0.351175678,28.95788936
